sample_id,timestamp,dl_mcs,ul_mcs,dl_snr_db,ul_snr_db,dl_rssi_dbm,ul_rssi_dbm,dl_rate_raw,dl_rate_mbps,source
231,2026-02-04 20:25:01-05:00,105.0,105.0,23.0,22.0,-73.0,-78.0,137M,137.0,anonymized_sample
232,2026-02-04 21:11:01-05:00,106.0,104.0,21.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
233,2026-02-04 21:55:01-05:00,105.0,105.0,21.0,22.0,-76.0,-78.0,137M,137.0,anonymized_sample
234,2026-02-04 22:40:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
235,2026-02-04 23:28:01-05:00,106.0,105.0,21.0,22.0,-76.0,-76.0,154M,154.0,anonymized_sample
236,2026-02-05 00:12:01-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
237,2026-02-05 01:02:01-05:00,106.0,105.0,21.0,23.0,-77.0,-75.0,154M,154.0,anonymized_sample
238,2026-02-05 01:51:01-05:00,106.0,105.0,22.0,23.0,-74.0,-75.0,154M,154.0,anonymized_sample
239,2026-02-05 02:39:01-05:00,105.0,105.0,22.0,23.0,-74.0,-77.0,137M,137.0,anonymized_sample
240,2026-02-05 03:32:01-05:00,105.0,105.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
241,2026-02-05 04:25:01-05:00,105.0,105.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
242,2026-02-05 05:16:01-05:00,105.0,105.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
243,2026-02-05 06:11:01-05:00,104.0,105.0,22.0,23.0,-74.0,-75.0,103M,103.0,anonymized_sample
244,2026-02-05 06:58:01-05:00,105.0,105.0,22.0,23.0,-74.0,-77.0,137M,137.0,anonymized_sample
245,2026-02-05 07:45:01-05:00,106.0,105.0,21.0,23.0,-75.0,-77.0,154M,154.0,anonymized_sample
246,2026-02-05 08:30:01-05:00,106.0,105.0,22.0,23.0,-74.0,-75.0,154M,154.0,anonymized_sample
247,2026-02-05 09:13:01-05:00,106.0,105.0,24.0,22.0,-73.0,-76.0,154M,154.0,anonymized_sample
248,2026-02-05 09:56:01-05:00,104.0,104.0,21.0,23.0,-75.0,-77.0,103M,103.0,anonymized_sample
249,2026-02-05 10:41:01-05:00,104.0,104.0,21.0,23.0,-75.0,-75.0,103M,103.0,anonymized_sample
250,2026-02-05 11:25:01-05:00,105.0,105.0,22.0,22.0,-76.0,-78.0,137M,137.0,anonymized_sample
251,2026-02-05 12:08:01-05:00,105.0,104.0,22.0,22.0,-74.0,-76.0,137M,137.0,anonymized_sample
252,2026-02-05 12:50:01-05:00,106.0,106.0,21.0,22.0,-77.0,-76.0,154M,154.0,anonymized_sample
253,2026-02-05 13:35:01-05:00,105.0,105.0,22.0,23.0,-76.0,-75.0,137M,137.0,anonymized_sample
254,2026-02-05 14:19:01-05:00,105.0,104.0,22.0,23.0,-76.0,-75.0,137M,137.0,anonymized_sample
255,2026-02-05 15:05:01-05:00,105.0,104.0,22.0,22.0,-76.0,-78.0,137M,137.0,anonymized_sample
256,2026-02-05 15:50:01-05:00,106.0,105.0,22.0,22.0,-76.0,-78.0,154M,154.0,anonymized_sample
257,2026-02-05 16:34:01-05:00,105.0,105.0,21.0,23.0,-77.0,-75.0,137M,137.0,anonymized_sample
258,2026-02-05 17:18:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
259,2026-02-05 18:02:01-05:00,105.0,105.0,21.0,23.0,-76.0,-77.0,137M,137.0,anonymized_sample
260,2026-02-05 18:48:01-05:00,105.0,105.0,21.0,23.0,-77.0,-75.0,137M,137.0,anonymized_sample
261,2026-02-05 19:36:02-05:00,106.0,105.0,22.0,23.0,-75.0,-75.0,77M,77.0,anonymized_sample
262,2026-02-05 20:26:02-05:00,105.0,104.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
263,2026-02-05 21:11:01-05:00,105.0,104.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
264,2026-02-05 21:55:01-05:00,104.0,104.0,22.0,22.0,-74.0,-76.0,103M,103.0,anonymized_sample
265,2026-02-05 22:41:01-05:00,104.0,104.0,22.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
266,2026-02-05 23:29:01-05:00,105.0,106.0,21.0,23.0,-77.0,-75.0,137M,137.0,anonymized_sample
267,2026-02-06 00:17:01-05:00,104.0,105.0,20.0,22.0,-78.0,-76.0,103M,103.0,anonymized_sample
268,2026-02-06 01:06:01-05:00,105.0,104.0,20.0,21.0,-78.0,-79.0,137M,137.0,anonymized_sample
269,2026-02-06 01:55:01-05:00,104.0,105.0,21.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
270,2026-02-06 02:42:01-05:00,105.0,104.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
271,2026-02-06 03:30:01-05:00,105.0,105.0,20.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
272,2026-02-06 04:19:01-05:00,105.0,105.0,20.0,21.0,-77.0,-79.0,137M,137.0,anonymized_sample
273,2026-02-06 05:10:01-05:00,104.0,105.0,20.0,21.0,-77.0,-79.0,103M,103.0,anonymized_sample
274,2026-02-06 05:59:01-05:00,105.0,105.0,20.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
275,2026-02-06 06:46:01-05:00,104.0,105.0,19.0,22.0,-79.0,-76.0,103M,103.0,anonymized_sample
276,2026-02-06 07:30:02-05:00,105.0,104.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
277,2026-02-06 08:17:01-05:00,105.0,104.0,20.0,22.0,-78.0,-76.0,137M,137.0,anonymized_sample
278,2026-02-06 09:05:01-05:00,104.0,104.0,20.0,22.0,-78.0,-77.0,103M,103.0,anonymized_sample
279,2026-02-06 09:50:01-05:00,105.0,104.0,20.0,22.0,-78.0,-76.0,137M,137.0,anonymized_sample
280,2026-02-06 10:37:01-05:00,105.0,105.0,20.0,23.0,-78.0,-75.0,137M,137.0,anonymized_sample
281,2026-02-06 11:24:01-05:00,105.0,105.0,20.0,23.0,-78.0,-75.0,137M,137.0,anonymized_sample
282,2026-02-06 12:06:01-05:00,106.0,105.0,21.0,23.0,-77.0,-77.0,154M,154.0,anonymized_sample
283,2026-02-06 12:49:01-05:00,105.0,106.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
284,2026-02-06 13:33:01-05:00,104.0,105.0,22.0,22.0,-76.0,-76.0,103M,103.0,anonymized_sample
285,2026-02-06 14:21:01-05:00,105.0,104.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
286,2026-02-06 15:07:01-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
287,2026-02-06 15:54:01-05:00,103.0,105.0,21.0,22.0,-75.0,-76.0,68M,68.0,anonymized_sample
288,2026-02-06 16:39:01-05:00,105.0,105.0,21.0,23.0,-77.0,-75.0,137M,137.0,anonymized_sample
289,2026-02-06 17:22:01-05:00,105.0,105.0,22.0,22.0,-74.0,-76.0,137M,137.0,anonymized_sample
290,2026-02-06 18:06:01-05:00,104.0,104.0,21.0,22.0,-77.0,-76.0,103M,103.0,anonymized_sample
291,2026-02-06 18:52:01-05:00,105.0,105.0,21.0,22.0,-77.0,-78.0,137M,137.0,anonymized_sample
292,2026-02-06 19:38:01-05:00,104.0,105.0,21.0,22.0,-75.0,-78.0,103M,103.0,anonymized_sample
293,2026-02-06 20:31:01-05:00,105.0,104.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
294,2026-02-06 21:15:01-05:00,106.0,104.0,22.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
295,2026-02-06 22:03:01-05:00,105.0,105.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
296,2026-02-06 22:51:01-05:00,106.0,105.0,21.0,21.0,-75.0,-77.0,154M,154.0,anonymized_sample
297,2026-02-06 23:41:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
298,2026-02-07 00:30:01-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
299,2026-02-07 01:17:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
300,2026-02-07 02:05:01-05:00,106.0,105.0,21.0,22.0,-77.0,-76.0,154M,154.0,anonymized_sample
301,2026-02-07 02:53:01-05:00,103.0,105.0,21.0,22.0,-77.0,-77.0,68M,68.0,anonymized_sample
302,2026-02-07 03:37:01-05:00,105.0,105.0,20.0,21.0,-76.0,-76.0,137M,137.0,anonymized_sample
303,2026-02-07 04:23:01-05:00,105.0,105.0,20.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
304,2026-02-07 05:09:01-05:00,105.0,105.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
305,2026-02-07 05:54:01-05:00,104.0,104.0,20.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
306,2026-02-07 06:40:01-05:00,105.0,105.0,20.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
307,2026-02-07 07:25:01-05:00,105.0,105.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
308,2026-02-07 08:05:01-05:00,105.0,104.0,20.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
309,2026-02-07 08:47:01-05:00,105.0,105.0,22.0,21.0,-74.0,-78.0,137M,137.0,anonymized_sample
310,2026-02-07 09:32:01-05:00,105.0,105.0,20.0,22.0,-78.0,-78.0,137M,137.0,anonymized_sample
311,2026-02-07 10:16:01-05:00,104.0,104.0,19.0,21.0,-77.0,-78.0,103M,103.0,anonymized_sample
312,2026-02-07 10:59:01-05:00,104.0,104.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
313,2026-02-07 11:45:01-05:00,104.0,104.0,19.0,22.0,-77.0,-77.0,103M,103.0,anonymized_sample
314,2026-02-07 12:32:01-05:00,106.0,104.0,20.0,21.0,-76.0,-77.0,77M,77.0,anonymized_sample
315,2026-02-07 13:19:01-05:00,103.0,104.0,20.0,21.0,-78.0,-77.0,68M,68.0,anonymized_sample
316,2026-02-07 14:04:01-05:00,104.0,104.0,21.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
317,2026-02-07 14:49:01-05:00,105.0,104.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
318,2026-02-07 15:35:01-05:00,104.0,106.0,20.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
319,2026-02-07 16:18:01-05:00,104.0,106.0,20.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
320,2026-02-07 17:00:01-05:00,104.0,104.0,20.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
321,2026-02-07 17:45:01-05:00,105.0,104.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
322,2026-02-07 18:32:01-05:00,105.0,103.0,19.0,21.0,-77.0,-76.0,137M,137.0,anonymized_sample
323,2026-02-07 19:21:01-05:00,104.0,106.0,19.0,20.0,-77.0,-77.0,103M,103.0,anonymized_sample
324,2026-02-07 20:06:01-05:00,104.0,104.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
325,2026-02-07 20:52:01-05:00,105.0,103.0,19.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
326,2026-02-07 21:39:01-05:00,104.0,103.0,20.0,20.0,-76.0,-78.0,103M,103.0,anonymized_sample
327,2026-02-07 22:24:01-05:00,105.0,104.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
328,2026-02-07 23:08:01-05:00,105.0,107.0,20.0,21.0,-76.0,-78.0,137M,137.0,anonymized_sample
329,2026-02-07 23:51:01-05:00,105.0,104.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
330,2026-02-08 00:35:01-05:00,105.0,104.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
331,2026-02-08 01:20:01-05:00,104.0,103.0,19.0,21.0,-79.0,-77.0,103M,103.0,anonymized_sample
332,2026-02-08 02:07:01-05:00,104.0,105.0,19.0,22.0,-79.0,-77.0,103M,103.0,anonymized_sample
333,2026-02-08 02:54:01-05:00,105.0,105.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
334,2026-02-08 03:43:01-05:00,105.0,104.0,21.0,21.0,-75.0,-78.0,137M,137.0,anonymized_sample
335,2026-02-08 04:32:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
336,2026-02-08 05:17:01-05:00,105.0,104.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
337,2026-02-08 06:02:01-05:00,105.0,104.0,19.0,21.0,-77.0,-78.0,137M,137.0,anonymized_sample
338,2026-02-08 06:47:01-05:00,104.0,106.0,19.0,22.0,-77.0,-78.0,103M,103.0,anonymized_sample
339,2026-02-08 07:31:01-05:00,105.0,103.0,19.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
340,2026-02-08 08:16:01-05:00,105.0,104.0,19.0,22.0,-77.0,-77.0,137M,137.0,anonymized_sample
341,2026-02-08 09:01:01-05:00,105.0,104.0,19.0,22.0,-77.0,-77.0,137M,137.0,anonymized_sample
342,2026-02-08 09:45:01-05:00,105.0,105.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
343,2026-02-08 10:30:01-05:00,104.0,104.0,20.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
344,2026-02-08 11:13:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
345,2026-02-08 11:57:01-05:00,106.0,105.0,21.0,21.0,-77.0,-77.0,154M,154.0,anonymized_sample
346,2026-02-08 12:39:01-05:00,104.0,104.0,21.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
347,2026-02-08 13:24:01-05:00,106.0,104.0,21.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
348,2026-02-08 14:11:01-05:00,104.0,105.0,21.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
349,2026-02-08 14:53:01-05:00,105.0,104.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
350,2026-02-08 15:37:02-05:00,104.0,106.0,21.0,21.0,-75.0,-77.0,103M,103.0,anonymized_sample
351,2026-02-08 16:23:01-05:00,104.0,104.0,20.0,20.0,-76.0,-78.0,103M,103.0,anonymized_sample
352,2026-02-08 17:07:01-05:00,105.0,104.0,20.0,22.0,-76.0,-75.0,137M,137.0,anonymized_sample
353,2026-02-08 17:55:01-05:00,104.0,106.0,20.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
354,2026-02-08 18:39:01-05:00,104.0,104.0,21.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
355,2026-02-08 19:22:01-05:00,103.0,106.0,20.0,22.0,-78.0,-76.0,68M,68.0,anonymized_sample
356,2026-02-08 20:07:01-05:00,104.0,107.0,20.0,22.0,-78.0,-75.0,103M,103.0,anonymized_sample
357,2026-02-08 20:48:01-05:00,105.0,104.0,19.0,22.0,-79.0,-76.0,137M,137.0,anonymized_sample
358,2026-02-08 21:29:01-05:00,104.0,106.0,19.0,22.0,-79.0,-76.0,103M,103.0,anonymized_sample
359,2026-02-08 22:12:01-05:00,104.0,103.0,19.0,21.0,-79.0,-76.0,103M,103.0,anonymized_sample
360,2026-02-08 22:57:01-05:00,105.0,104.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
361,2026-02-08 23:44:01-05:00,104.0,103.0,21.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
362,2026-02-09 00:30:01-05:00,105.0,105.0,20.0,22.0,-78.0,-76.0,137M,137.0,anonymized_sample
363,2026-02-09 01:19:01-05:00,105.0,105.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
364,2026-02-09 02:04:01-05:00,105.0,105.0,20.0,22.0,-78.0,-76.0,137M,137.0,anonymized_sample
365,2026-02-09 02:52:01-05:00,105.0,104.0,21.0,22.0,-77.0,-78.0,137M,137.0,anonymized_sample
366,2026-02-09 03:41:01-05:00,105.0,104.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
367,2026-02-09 04:28:01-05:00,104.0,105.0,21.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
368,2026-02-09 05:21:01-05:00,106.0,105.0,20.0,22.0,-78.0,-77.0,154M,154.0,anonymized_sample
369,2026-02-09 06:06:01-05:00,105.0,104.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
370,2026-02-09 06:52:01-05:00,104.0,104.0,20.0,22.0,-78.0,-76.0,103M,103.0,anonymized_sample
371,2026-02-09 07:33:01-05:00,104.0,104.0,20.0,21.0,-78.0,-77.0,103M,103.0,anonymized_sample
372,2026-02-09 08:14:01-05:00,104.0,105.0,20.0,22.0,-76.0,-78.0,103M,103.0,anonymized_sample
373,2026-02-09 08:58:01-05:00,105.0,102.0,20.0,21.0,-78.0,-79.0,137M,137.0,anonymized_sample
374,2026-02-09 09:44:01-05:00,103.0,101.0,21.0,22.0,-75.0,-76.0,68M,68.0,anonymized_sample
375,2026-02-09 10:27:01-05:00,101.0,104.0,21.0,22.0,-75.0,-76.0,34M,34.0,anonymized_sample
376,2026-02-09 11:11:01-05:00,104.0,102.0,21.0,22.0,-76.0,-76.0,103M,103.0,anonymized_sample
377,2026-02-09 11:56:01-05:00,104.0,101.0,21.0,22.0,-77.0,-76.0,103M,103.0,anonymized_sample
378,2026-02-09 12:37:01-05:00,105.0,101.0,22.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
379,2026-02-09 13:22:01-05:00,104.0,102.0,21.0,23.0,-76.0,-75.0,103M,103.0,anonymized_sample
380,2026-02-09 14:04:01-05:00,105.0,105.0,21.0,22.0,-77.0,-78.0,137M,137.0,anonymized_sample
381,2026-02-09 15:02:01-05:00,102.0,101.0,21.0,22.0,-75.0,-76.0,51M,51.0,anonymized_sample
382,2026-02-09 15:47:01-05:00,104.0,102.0,22.0,22.0,-74.0,-76.0,103M,103.0,anonymized_sample
383,2026-02-09 16:30:01-05:00,104.0,103.0,21.0,24.0,-76.0,-74.0,103M,103.0,anonymized_sample
384,2026-02-09 17:18:01-05:00,102.0,101.0,22.0,22.0,-74.0,-76.0,51M,51.0,anonymized_sample
385,2026-02-09 18:02:01-05:00,104.0,102.0,20.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
386,2026-02-09 18:47:01-05:00,104.0,103.0,21.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
387,2026-02-09 19:35:01-05:00,101.0,101.0,21.0,22.0,-75.0,-76.0,34M,34.0,anonymized_sample
388,2026-02-09 20:23:01-05:00,104.0,101.0,21.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
389,2026-02-09 21:13:01-05:00,101.0,101.0,20.0,24.0,-76.0,-74.0,34M,34.0,anonymized_sample
390,2026-02-09 21:59:01-05:00,102.0,101.0,22.0,23.0,-75.0,-77.0,51M,51.0,anonymized_sample
391,2026-02-09 22:47:01-05:00,100.0,101.0,22.0,22.0,-74.0,-78.0,17M,17.0,anonymized_sample
392,2026-02-09 23:31:01-05:00,104.0,101.0,21.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
393,2026-02-10 00:16:01-05:00,105.0,105.0,22.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
394,2026-02-10 00:59:01-05:00,104.0,104.0,22.0,22.0,-74.0,-76.0,103M,103.0,anonymized_sample
395,2026-02-10 01:46:01-05:00,105.0,105.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
396,2026-02-10 02:32:01-05:00,105.0,105.0,21.0,23.0,-75.0,-77.0,137M,137.0,anonymized_sample
397,2026-02-10 03:21:01-05:00,106.0,105.0,22.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
398,2026-02-10 04:07:01-05:00,106.0,104.0,22.0,23.0,-76.0,-75.0,154M,154.0,anonymized_sample
399,2026-02-10 04:56:01-05:00,106.0,105.0,21.0,23.0,-75.0,-77.0,154M,154.0,anonymized_sample
400,2026-02-10 05:46:01-05:00,105.0,105.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
401,2026-02-10 06:33:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
402,2026-02-10 07:17:01-05:00,104.0,104.0,22.0,22.0,-74.0,-76.0,103M,103.0,anonymized_sample
403,2026-02-10 08:04:01-05:00,105.0,103.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
404,2026-02-10 08:46:01-05:00,106.0,104.0,22.0,22.0,-75.0,-78.0,154M,154.0,anonymized_sample
405,2026-02-10 09:30:01-05:00,102.0,101.0,21.0,23.0,-75.0,-75.0,51M,51.0,anonymized_sample
406,2026-02-10 10:13:01-05:00,104.0,103.0,21.0,24.0,-77.0,-76.0,103M,103.0,anonymized_sample
407,2026-02-10 10:59:01-05:00,104.0,103.0,21.0,21.0,-75.0,-77.0,103M,103.0,anonymized_sample
408,2026-02-10 11:45:01-05:00,103.0,101.0,21.0,22.0,-75.0,-76.0,68M,68.0,anonymized_sample
409,2026-02-10 12:31:01-05:00,106.0,102.0,21.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
410,2026-02-10 13:15:01-05:00,105.0,104.0,22.0,22.0,-74.0,-76.0,137M,137.0,anonymized_sample
411,2026-02-10 14:00:01-05:00,103.0,101.0,21.0,21.0,-75.0,-77.0,68M,68.0,anonymized_sample
412,2026-02-10 14:44:01-05:00,103.0,102.0,21.0,22.0,-75.0,-76.0,68M,68.0,anonymized_sample
413,2026-02-10 15:30:01-05:00,102.0,102.0,21.0,22.0,-76.0,-76.0,51M,51.0,anonymized_sample
414,2026-02-10 16:17:01-05:00,104.0,101.0,20.0,22.0,-76.0,-76.0,103M,103.0,anonymized_sample
415,2026-02-10 17:04:01-05:00,102.0,101.0,20.0,21.0,-77.0,-77.0,51M,51.0,anonymized_sample
416,2026-02-10 17:50:01-05:00,102.0,102.0,20.0,21.0,-77.0,-77.0,51M,51.0,anonymized_sample
417,2026-02-10 18:34:01-05:00,104.0,101.0,20.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
418,2026-02-10 19:19:01-05:00,102.0,101.0,20.0,21.0,-77.0,-76.0,51M,51.0,anonymized_sample
419,2026-02-10 20:04:02-05:00,103.0,101.0,20.0,21.0,-76.0,-76.0,68M,68.0,anonymized_sample
420,2026-02-10 20:49:01-05:00,101.0,101.0,20.0,21.0,-76.0,-77.0,34M,34.0,anonymized_sample
421,2026-02-10 21:36:01-05:00,102.0,101.0,20.0,21.0,-76.0,-77.0,51M,51.0,anonymized_sample
422,2026-02-10 22:21:01-05:00,105.0,101.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
423,2026-02-10 23:09:01-05:00,103.0,101.0,20.0,22.0,-76.0,-77.0,68M,68.0,anonymized_sample
424,2026-02-10 23:52:01-05:00,103.0,102.0,20.0,22.0,-76.0,-76.0,68M,68.0,anonymized_sample
425,2026-02-11 00:32:01-05:00,102.0,102.0,20.0,21.0,-76.0,-76.0,51M,51.0,anonymized_sample
426,2026-02-11 01:17:01-05:00,102.0,102.0,20.0,22.0,-76.0,-77.0,51M,51.0,anonymized_sample
427,2026-02-11 02:03:01-05:00,102.0,104.0,22.0,21.0,-74.0,-77.0,51M,51.0,anonymized_sample
428,2026-02-11 02:46:01-05:00,103.0,102.0,21.0,20.0,-76.0,-78.0,68M,68.0,anonymized_sample
429,2026-02-11 03:31:01-05:00,102.0,102.0,20.0,20.0,-76.0,-79.0,51M,51.0,anonymized_sample
430,2026-02-11 04:14:01-05:00,102.0,101.0,20.0,21.0,-76.0,-78.0,51M,51.0,anonymized_sample
431,2026-02-11 05:00:01-05:00,104.0,102.0,20.0,22.0,-77.0,-77.0,51M,51.0,anonymized_sample
432,2026-02-11 05:46:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
433,2026-02-11 06:35:01-05:00,105.0,105.0,20.0,21.0,-76.0,-78.0,137M,137.0,anonymized_sample
434,2026-02-11 07:18:01-05:00,105.0,103.0,20.0,21.0,-76.0,-78.0,137M,137.0,anonymized_sample
435,2026-02-11 08:03:01-05:00,105.0,104.0,20.0,20.0,-76.0,-78.0,137M,137.0,anonymized_sample
436,2026-02-11 08:48:01-05:00,104.0,104.0,20.0,20.0,-76.0,-80.0,103M,103.0,anonymized_sample
437,2026-02-11 09:35:01-05:00,105.0,105.0,20.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
438,2026-02-11 10:22:01-05:00,105.0,104.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
439,2026-02-11 11:11:01-05:00,104.0,105.0,21.0,22.0,-76.0,-78.0,103M,103.0,anonymized_sample
440,2026-02-11 12:00:01-05:00,105.0,105.0,21.0,23.0,-77.0,-77.0,137M,137.0,anonymized_sample
441,2026-02-11 12:46:01-05:00,104.0,105.0,21.0,22.0,-77.0,-76.0,103M,103.0,anonymized_sample
442,2026-02-11 13:36:01-05:00,105.0,105.0,20.0,22.0,-76.0,-78.0,137M,137.0,anonymized_sample
443,2026-02-11 14:23:01-05:00,104.0,105.0,21.0,22.0,-77.0,-76.0,103M,103.0,anonymized_sample
444,2026-02-11 15:11:01-05:00,105.0,105.0,20.0,22.0,-76.0,-78.0,137M,137.0,anonymized_sample
445,2026-02-11 15:58:01-05:00,105.0,105.0,21.0,24.0,-76.0,-74.0,137M,137.0,anonymized_sample
446,2026-02-11 16:46:01-05:00,105.0,105.0,21.0,22.0,-76.0,-78.0,137M,137.0,anonymized_sample
447,2026-02-11 17:33:01-05:00,105.0,105.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
448,2026-02-11 18:21:01-05:00,105.0,104.0,21.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
449,2026-02-11 19:16:01-05:00,105.0,104.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
450,2026-02-11 20:11:02-05:00,104.0,104.0,19.0,18.0,-77.0,-80.0,103M,103.0,anonymized_sample
451,2026-02-11 21:03:01-05:00,104.0,104.0,19.0,20.0,-77.0,-78.0,103M,103.0,anonymized_sample
452,2026-02-11 21:52:01-05:00,103.0,104.0,19.0,19.0,-77.0,-79.0,68M,68.0,anonymized_sample
453,2026-02-11 22:43:01-05:00,104.0,104.0,19.0,20.0,-77.0,-78.0,103M,103.0,anonymized_sample
454,2026-02-11 23:40:01-05:00,104.0,104.0,19.0,17.0,-77.0,-81.0,103M,103.0,anonymized_sample
455,2026-02-12 00:28:01-05:00,104.0,104.0,19.0,20.0,-77.0,-78.0,103M,103.0,anonymized_sample
456,2026-02-12 01:15:01-05:00,105.0,104.0,19.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
457,2026-02-12 02:06:01-05:00,105.0,104.0,18.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
458,2026-02-12 02:50:01-05:00,104.0,104.0,18.0,20.0,-78.0,-78.0,103M,103.0,anonymized_sample
459,2026-02-12 03:35:01-05:00,105.0,104.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
460,2026-02-12 04:19:01-05:00,105.0,104.0,19.0,21.0,-77.0,-79.0,137M,137.0,anonymized_sample
461,2026-02-12 05:08:01-05:00,104.0,104.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
